Company,Year,Revenue,Broker,Broker_fee,Broker_fee_percentage,D&O Limit,E&O Limit,Price
62,1/1/2011,16290236,Broker B,8000,0.1,1500000,500000,88000
63,1/1/2011,4112689,Broker B,4000,0.1,500000,100000,44000
66,1/1/2011,10889205,Broker B,5500,0.1,1000000,250000,60500
69,1/1/2011,12728976,Broker B,5500,0.1,1000000,250000,60500
70,1/1/2011,12057524,Broker B,5500,0.1,1000000,250000,60500
90,1/1/2011,16163179,Broker B,8000,0.1,1500000,500000,88000
91,1/1/2011,2466068,Broker B,4000,0.1,500000,100000,44000
98,1/1/2011,16296386,Broker B,8000,0.1,1500000,500000,88000
102,1/1/2011,11223317,Broker B,5500,0.1,1000000,250000,60500
108,1/1/2011,14949812,Broker B,5500,0.1,1000000,250000,60500
111,1/1/2011,19804064,Broker B,8000,0.1,1500000,500000,88000
113,1/1/2011,15046124,Broker B,5500,0.1,1500000,500000,60500
114,1/1/2011,17468115,Broker B,8000,0.1,1500000,500000,88000
120,1/1/2011,2554627,Broker B,4000,0.1,500000,100000,44000
123,1/1/2011,12790427,Broker B,5500,0.1,1000000,250000,60500
124,1/1/2011,16120407,Broker B,8000,0.1,1500000,500000,88000
126,1/1/2011,10192785,Broker B,5500,0.1,1000000,250000,60500
129,1/1/2011,12792100,Broker B,5500,0.1,1000000,250000,60500
143,1/1/2011,10817475,Broker B,5500,0.1,1000000,250000,60500
146,1/1/2011,15787067,Broker B,8000,0.1,1500000,500000,88000
153,1/1/2011,14360516,Broker B,5500,0.1,1000000,250000,60500
170,1/1/2011,7774481,Broker B,4000,0.1,500000,100000,44000
173,1/1/2011,3186602,Broker B,4000,0.1,500000,100000,44000
176,1/1/2011,13640239,Broker B,5500,0.1,1000000,250000,60500
187,1/1/2011,4186800,Broker B,4000,0.1,500000,100000,44000
191,1/1/2011,15039785,Broker B,5500,0.1,1500000,500000,60500
194,1/1/2011,19128611,Broker B,8000,0.1,1500000,500000,88000
195,1/1/2011,5463184,Broker B,4000,0.1,500000,100000,44000
198,1/1/2011,5934966,Broker B,4000,0.1,500000,100000,44000
210,1/1/2011,3455032,Broker B,4000,0.1,500000,100000,44000
228,1/1/2011,13519547,Broker B,5500,0.1,1000000,250000,60500
234,1/1/2011,4870520,Broker B,4000,0.1,500000,100000,44000
236,1/1/2011,9082225,Broker B,4000,0.1,500000,100000,44000
237,1/1/2011,3269791,Broker B,4000,0.1,500000,100000,44000
241,1/1/2011,15732314,Broker B,5500,0.1,1500000,500000,60500
242,1/1/2011,14695636,Broker B,5500,0.1,1000000,250000,60500
245,1/1/2011,12311232,Broker B,5500,0.1,1000000,250000,60500
250,1/1/2011,1815392,Broker B,4000,0.1,500000,100000,44000
252,1/1/2011,7113184,Broker B,4000,0.1,500000,100000,44000
256,1/1/2011,12657428,Broker B,5500,0.1,1000000,250000,60500
258,1/1/2011,13750118,Broker B,5500,0.1,1000000,250000,60500
261,1/1/2011,11699740,Broker B,5500,0.1,1000000,250000,60500
262,1/1/2011,13258270,Broker B,5500,0.1,1000000,250000,60500
274,1/1/2011,16152909,Broker B,8000,0.1,1500000,500000,88000
283,1/1/2011,3785329,Broker B,4000,0.1,500000,100000,44000
285,1/1/2011,8991185,Broker B,4132,0.1,500000,100000,45452
297,1/1/2011,6734067,Broker B,4000,0.1,500000,100000,44000
305,1/1/2011,17110798,Broker B,8000,0.1,1500000,500000,88000
310,1/1/2011,8253976,Broker B,4000,0.1,500000,100000,44000
311,1/1/2011,18510127,Broker B,8000,0.1,1500000,500000,88000
312,1/1/2011,21988961,Broker B,8264,0.1,2000000,1000000,90904
322,1/1/2011,13740608,Broker B,5500,0.1,1000000,250000,60500
327,1/1/2011,8027247,Broker B,4000,0.1,500000,100000,44000
331,1/1/2011,9355642,Broker B,4132,0.1,500000,100000,45452
332,1/1/2011,2121299,Broker B,4000,0.1,500000,100000,44000
333,1/1/2011,6485520,Broker B,4000,0.1,500000,100000,44000
336,1/1/2011,15417904,Broker B,5500,0.1,1500000,500000,60500
343,1/1/2011,15462012,Broker B,8000,0.1,1500000,500000,88000
344,1/1/2011,5694741,Broker B,4000,0.1,500000,100000,44000
346,1/1/2011,8039624,Broker B,4000,0.1,500000,100000,44000
348,1/1/2011,9236168,Broker B,4000,0.1,500000,100000,44000
363,1/1/2011,11985526,Broker B,5500,0.1,1000000,250000,60500
373,1/1/2011,4687738,Broker B,4132,0.1,500000,100000,45452
384,1/1/2011,21649030,Broker B,8264,0.1,2000000,1000000,90904
398,1/1/2011,18690526,Broker B,8000,0.1,1500000,500000,88000
401,1/1/2011,14528186,Broker B,5500,0.1,1000000,250000,60500
403,1/1/2011,9369978,Broker B,4000,0.1,500000,100000,44000
407,1/1/2011,10342157,Broker B,4000,0.1,1000000,250000,44000
409,1/1/2011,2483591,Broker B,4000,0.1,500000,100000,44000
415,1/1/2011,16243987,Broker B,8000,0.1,1500000,500000,88000
424,1/1/2011,7587716,Broker B,4000,0.1,500000,100000,44000
426,1/1/2011,1842803,Broker B,4000,0.1,500000,100000,44000
435,1/1/2011,16498727,Broker B,8000,0.1,1500000,500000,88000
441,1/1/2011,19726231,Broker B,8000,0.1,1500000,500000,88000
446,1/1/2011,6071396,Broker B,4000,0.1,500000,100000,44000
448,1/1/2011,7301905,Broker B,4000,0.1,500000,100000,44000
452,1/1/2011,17664305,Broker B,8000,0.1,1500000,500000,88000
454,1/1/2011,19164947,Broker B,8000,0.1,1500000,500000,88000
461,1/1/2011,12378959,Broker B,5681,0.1,1000000,250000,62496
462,1/1/2011,13057513,Broker B,5500,0.1,1000000,250000,60500
467,1/1/2011,11202526,Broker B,5500,0.1,1000000,250000,60500
469,1/1/2011,18500255,Broker B,8000,0.1,1500000,500000,88000
483,1/1/2011,16317891,Broker B,8000,0.1,1500000,500000,88000
498,1/1/2011,3539476,Broker B,4000,0.1,500000,100000,44000
505,1/1/2011,18105828,Broker B,8000,0.1,1500000,500000,88000
520,1/1/2011,8109142,Broker B,4132,0.1,500000,100000,45452
525,1/1/2011,6727417,Broker B,4000,0.1,500000,100000,44000
532,1/1/2011,8263822,Broker B,4000,0.1,500000,100000,44000
534,1/1/2011,19431338,Broker B,8000,0.1,1500000,500000,88000
551,1/1/2011,13193694,Broker B,5500,0.1,1000000,250000,60500
558,1/1/2011,18331021,Broker B,8000,0.1,1500000,500000,88000
567,1/1/2011,18716954,Broker B,8000,0.1,1500000,500000,88000
573,1/1/2011,18090722,Broker B,8000,0.1,1500000,500000,88000
579,1/1/2011,3284902,Broker B,4000,0.1,500000,100000,44000
583,1/1/2011,13866445,Broker B,5500,0.1,1000000,250000,60500
584,1/1/2011,2300160,Broker B,4000,0.1,500000,100000,44000
585,1/1/2011,9094010,Broker B,4000,0.1,500000,100000,44000
596,1/1/2011,18375775,Broker B,8000,0.1,1500000,500000,88000
599,1/1/2011,3823892,Broker B,4132,0.1,500000,100000,45452
601,1/1/2011,1515660,Broker B,4000,0.1,500000,100000,44000
605,1/1/2011,10188923,Broker B,5500,0.1,1000000,250000,60500
629,1/1/2011,18593586,Broker B,8000,0.1,1500000,500000,88000
631,1/1/2011,8060982,Broker B,4000,0.1,500000,100000,44000
633,1/1/2011,12904991,Broker B,5500,0.1,1000000,250000,60500
635,1/1/2011,7953371,Broker B,4000,0.1,500000,100000,44000
636,1/1/2011,6601803,Broker B,4000,0.1,500000,100000,44000
637,1/1/2011,9699159,Broker B,4000,0.1,500000,100000,44000
638,1/1/2011,19774260,Broker B,8000,0.1,1500000,500000,88000
649,1/1/2011,2320640,Broker B,4132,0.1,500000,100000,45452
651,1/1/2011,10038214,Broker B,5500,0.1,1000000,250000,60500
654,1/1/2011,6881236,Broker B,4000,0.1,500000,100000,44000
658,1/1/2011,4910774,Broker B,4000,0.1,500000,100000,44000
662,1/1/2011,9225590,Broker B,4000,0.1,500000,100000,44000
663,1/1/2011,6432334,Broker B,4000,0.1,500000,100000,44000
672,1/1/2011,9239938,Broker B,4000,0.1,500000,100000,44000
679,1/1/2011,5483149,Broker B,4000,0.1,500000,100000,44000
683,1/1/2011,15080132,Broker B,5500,0.1,1500000,500000,60500
689,1/1/2011,10968924,Broker B,5500,0.1,1000000,250000,60500
691,1/1/2011,15772490,Broker B,8000,0.1,1500000,500000,88000
696,1/1/2011,18275226,Broker B,8000,0.1,1500000,500000,88000
700,1/1/2011,4683647,Broker B,4000,0.1,500000,100000,44000
702,1/1/2011,9724513,Broker B,4000,0.1,500000,100000,44000
709,1/1/2011,1923585,Broker B,4000,0.1,500000,100000,44000
715,1/1/2011,12564306,Broker B,5500,0.1,1000000,250000,60500
722,1/1/2011,14178970,Broker B,5500,0.1,1000000,250000,60500
726,1/1/2011,2852699,Broker B,4000,0.1,500000,100000,44000
732,1/1/2011,18692615,Broker B,8000,0.1,1500000,500000,88000
768,1/1/2011,11412195,Broker B,5500,0.1,1000000,250000,60500
776,1/1/2011,8618654,Broker B,4000,0.1,500000,100000,44000
778,1/1/2011,18008743,Broker B,8000,0.1,1500000,500000,88000
781,1/1/2011,7813058,Broker B,4000,0.1,500000,100000,44000
785,1/1/2011,9086679,Broker B,4000,0.1,500000,100000,44000
790,1/1/2011,3598901,Broker B,4000,0.1,500000,100000,44000
805,1/1/2011,14983778,Broker B,5500,0.1,1000000,250000,60500
808,1/1/2011,17258095,Broker B,8264,0.1,1500000,500000,90904
819,1/1/2011,1159444,Broker B,4000,0.1,500000,100000,44000
822,1/1/2011,10246997,Broker B,4000,0.1,1000000,250000,44000
830,1/1/2011,15050748,Broker B,8000,0.1,1500000,500000,88000
831,1/1/2011,16860593,Broker B,8000,0.1,1500000,500000,88000
836,1/1/2011,9428185,Broker B,4000,0.1,500000,100000,44000
844,1/1/2011,3585809,Broker B,4132,0.1,500000,100000,45452
850,1/1/2011,12541773,Broker B,5681,0.1,1000000,250000,62496
851,1/1/2011,6517880,Broker B,4000,0.1,500000,100000,44000
862,1/1/2011,14654936,Broker B,5500,0.1,1000000,250000,60500
873,1/1/2011,14047461,Broker B,5500,0.1,1000000,250000,60500
876,1/1/2011,10574868,Broker B,5500,0.1,1000000,250000,60500
882,1/1/2011,10735841,Broker B,5500,0.1,1000000,250000,60500
886,1/1/2011,15174934,Broker B,8000,0.1,1500000,500000,88000
888,1/1/2011,8589419,Broker B,4000,0.1,500000,100000,44000
894,1/1/2011,12192931,Broker B,5500,0.1,1000000,250000,60500
898,1/1/2011,6550476,Broker B,4000,0.1,500000,100000,44000
905,1/1/2011,1324419,Broker B,4132,0.1,500000,100000,45452
907,1/1/2011,9437242,Broker B,4000,0.1,500000,100000,44000
908,1/1/2011,8419411,Broker B,4000,0.1,500000,100000,44000
914,1/1/2011,6536213,Broker B,4000,0.1,500000,100000,44000
917,1/1/2011,11166789,Broker B,5500,0.1,1000000,250000,60500
920,1/1/2011,13757668,Broker B,5500,0.1,1000000,250000,60500
923,1/1/2011,14599044,Broker B,5500,0.1,1000000,250000,60500
927,1/1/2011,15072635,Broker B,8000,0.1,1500000,500000,88000
937,1/1/2011,10888533,Broker B,5500,0.1,1000000,250000,60500
943,1/1/2011,14803360,Broker B,5500,0.1,1000000,250000,60500
948,1/1/2011,18790699,Broker B,8000,0.1,1500000,500000,88000
955,1/1/2011,10334448,Broker B,4000,0.1,1000000,250000,44000
965,1/1/2011,5583984,Broker B,4000,0.1,500000,100000,44000
968,1/1/2011,3607955,Broker B,4000,0.1,500000,100000,44000
972,1/1/2011,19241914,Broker B,8264,0.1,1500000,500000,90904
981,1/1/2011,6678993,Broker B,4000,0.1,500000,100000,44000
987,1/1/2011,19794463,Broker B,8000,0.1,1500000,500000,88000
989,1/1/2011,4180625,Broker B,4000,0.1,500000,100000,44000
990,1/1/2011,6508355,Broker B,4000,0.1,500000,100000,44000
1002,1/1/2011,11390427,Broker B,5500,0.1,1000000,250000,60500
1013,1/1/2011,3181571,Broker B,4000,0.1,500000,100000,44000
1025,1/1/2011,17292481,Broker B,8000,0.1,1500000,500000,88000
1036,1/1/2011,9884274,Broker B,4000,0.1,500000,100000,44000
1040,1/1/2011,12524909,Broker B,5500,0.1,1000000,250000,60500
1044,1/1/2011,8670835,Broker B,4000,0.1,500000,100000,44000
1046,1/1/2011,17597129,Broker B,8000,0.1,1500000,500000,88000
1048,1/1/2011,3055819,Broker B,4000,0.1,500000,100000,44000
1049,1/1/2011,15349778,Broker B,8000,0.1,1500000,500000,88000
1059,1/1/2011,8490529,Broker B,4000,0.1,500000,100000,44000
1065,1/1/2011,15077399,Broker B,8000,0.1,1500000,500000,88000
1075,1/1/2011,19956075,Broker B,8000,0.1,1500000,500000,88000
1094,1/1/2011,14974619,Broker B,5500,0.1,1000000,250000,60500
1098,1/1/2011,6969737,Broker B,4000,0.1,500000,100000,44000
1104,1/1/2011,1023266,Broker B,4000,0.1,500000,100000,44000
1105,1/1/2011,8193280,Broker B,4000,0.1,500000,100000,44000
1133,1/1/2011,11525854,Broker B,5500,0.1,1000000,250000,60500
1136,1/1/2011,3947573,Broker B,4000,0.1,500000,100000,44000
1137,1/1/2011,9438720,Broker B,4000,0.1,500000,100000,44000
1143,1/1/2011,19013748,Broker B,8000,0.1,1500000,500000,88000
1157,1/1/2011,21156888,Broker B,8000,0.1,2000000,1000000,88000
1163,1/1/2011,9597636,Broker B,4000,0.1,500000,100000,44000
1164,1/1/2011,7833432,Broker B,4000,0.1,500000,100000,44000
1168,1/1/2011,11935092,Broker B,5500,0.1,1000000,250000,60500
1172,1/1/2011,2357027,Broker B,4000,0.1,500000,100000,44000
1176,1/1/2011,14893724,Broker B,5681,0.1,1000000,250000,62496
1178,1/1/2011,19056442,Broker B,8000,0.1,1500000,500000,88000
1180,1/1/2011,11170003,Broker B,5500,0.1,1000000,250000,60500
1183,1/1/2011,1138321,Broker B,4000,0.1,500000,100000,44000
1186,1/1/2011,3730071,Broker B,4132,0.1,500000,100000,45452
1198,1/1/2011,6977550,Broker B,4000,0.1,500000,100000,44000
1204,1/1/2011,15893611,Broker B,8000,0.1,1500000,500000,88000
1209,1/1/2011,2549477,Broker B,4000,0.1,500000,100000,44000
1216,1/1/2011,19732218,Broker B,8000,0.1,1500000,500000,88000
1223,1/1/2011,8608916,Broker B,4000,0.1,500000,100000,44000
1236,1/1/2011,10087413,Broker B,5500,0.1,1000000,250000,60500
1250,1/1/2011,3489642,Broker B,4000,0.1,500000,100000,44000
1254,1/1/2011,6863978,Broker B,4000,0.1,500000,100000,44000
1278,1/1/2011,1355959,Broker B,4000,0.1,500000,100000,44000
1283,1/1/2011,17490462,Broker B,8000,0.1,1500000,500000,88000
1293,1/1/2011,11490369,Broker B,5500,0.1,1000000,250000,60500
1308,1/1/2011,17428217,Broker B,8000,0.1,1500000,500000,88000
1320,1/1/2011,9620874,Broker B,4000,0.1,500000,100000,44000
1326,1/1/2011,15948836,Broker B,8000,0.1,1500000,500000,88000
1327,1/1/2011,10597594,Broker B,5500,0.1,1000000,250000,60500
1328,1/1/2011,13766618,Broker B,5500,0.1,1000000,250000,60500
1332,1/1/2011,11474299,Broker B,5681,0.1,1000000,250000,62496
1348,1/1/2011,3799928,Broker B,4132,0.1,500000,100000,45452
1349,1/1/2011,10602043,Broker B,5500,0.1,1000000,250000,60500
1361,1/1/2011,9776938,Broker B,4000,0.1,500000,100000,44000
1362,1/1/2011,3941822,Broker B,4000,0.1,500000,100000,44000
1364,1/1/2011,1758423,Broker B,4000,0.1,500000,100000,44000
1372,1/1/2011,7025598,Broker B,4000,0.1,500000,100000,44000
1383,1/1/2011,4906132,Broker B,4132,0.1,500000,100000,45452
1391,1/1/2011,3036230,Broker B,4000,0.1,500000,100000,44000
1397,1/1/2011,16812632,Broker B,8000,0.1,1500000,500000,88000
1399,1/1/2011,7955129,Broker B,4000,0.1,500000,100000,44000
1408,1/1/2011,4656493,Broker B,4000,0.1,500000,100000,44000
1409,1/1/2011,3682166,Broker B,4000,0.1,500000,100000,44000
1410,1/1/2011,8897527,Broker B,4000,0.1,500000,100000,44000
1412,1/1/2011,5157603,Broker B,4000,0.1,500000,100000,44000
1417,1/1/2011,16003078,Broker B,8000,0.1,1500000,500000,88000
1429,1/1/2011,1132910,Broker B,4000,0.1,500000,100000,44000
1432,1/1/2011,12322752,Broker B,5500,0.1,1000000,250000,60500
1434,1/1/2011,12144235,Broker B,5500,0.1,1000000,250000,60500
1435,1/1/2011,16719368,Broker B,8000,0.1,1500000,500000,88000
1436,1/1/2011,18796310,Broker B,8000,0.1,1500000,500000,88000
1450,1/1/2011,12271780,Broker B,5500,0.1,1000000,250000,60500
1451,1/1/2011,16254348,Broker B,8000,0.1,1500000,500000,88000
1452,1/1/2011,16313305,Broker B,8000,0.1,1500000,500000,88000
1454,1/1/2011,4412484,Broker B,4000,0.1,500000,100000,44000
1459,1/1/2011,13102522,Broker B,5500,0.1,1000000,250000,60500
1460,1/1/2011,17389637,Broker B,8000,0.1,1500000,500000,88000
1461,1/1/2011,12963093,Broker B,5500,0.1,1000000,250000,60500
1470,1/1/2011,1258045,Broker B,4000,0.1,500000,100000,44000
1472,1/1/2011,17634002,Broker B,8264,0.1,1500000,500000,90904
1476,1/1/2011,16339705,Broker B,8000,0.1,1500000,500000,88000
1481,1/1/2011,1828935,Broker B,4000,0.1,500000,100000,44000
1486,1/1/2011,11508580,Broker B,5500,0.1,1000000,250000,60500
1488,1/1/2011,8606807,Broker B,4000,0.1,500000,100000,44000
1491,1/1/2011,5634949,Broker B,4000,0.1,500000,100000,44000
1499,1/1/2011,14275464,Broker B,5681,0.1,1000000,250000,62496
1501,1/1/2011,12614917,Broker B,5500,0.1,1000000,250000,60500
1504,1/1/2011,6188518,Broker B,4000,0.1,500000,100000,44000
1527,1/1/2011,3314799,Broker B,4132,0.1,500000,100000,45452
1540,1/1/2011,11016949,Broker B,5500,0.1,1000000,250000,60500
1542,1/1/2011,14003393,Broker B,5500,0.1,1000000,250000,60500
1544,1/1/2011,11854908,Broker B,5500,0.1,1000000,250000,60500
1545,1/1/2011,19318643,Broker B,8000,0.1,1500000,500000,88000
1553,1/1/2011,18827233,Broker B,8000,0.1,1500000,500000,88000
1556,1/1/2011,16996951,Broker B,8000,0.1,1500000,500000,88000
1571,1/1/2011,12850546,Broker B,5681,0.1,1000000,250000,62496
1575,1/1/2011,7897818,Broker B,4000,0.1,500000,100000,44000
1576,1/1/2011,8942852,Broker B,4000,0.1,500000,100000,44000
1577,1/1/2011,12330430,Broker B,5500,0.1,1000000,250000,60500
1579,1/1/2011,11711752,Broker B,5681,0.1,1000000,250000,62496
1582,1/1/2011,13989817,Broker B,5500,0.1,1000000,250000,60500
1593,1/1/2011,20332731,Broker B,8264,0.1,2000000,1000000,90904
1594,1/1/2011,3298367,Broker B,4000,0.1,500000,100000,44000
1595,1/1/2011,10547661,Broker B,5500,0.1,1000000,250000,60500
1597,1/1/2011,12451648,Broker B,5500,0.1,1000000,250000,60500
1607,1/1/2011,17212416,Broker B,8000,0.1,1500000,500000,88000
1620,1/1/2011,12946916,Broker B,5500,0.1,1000000,250000,60500
1622,1/1/2011,1930960,Broker B,4000,0.1,500000,100000,44000
1625,1/1/2011,12882411,Broker B,5500,0.1,1000000,250000,60500
1628,1/1/2011,10096460,Broker B,5500,0.1,1000000,250000,60500
1637,1/1/2011,2587805,Broker B,4000,0.1,500000,100000,44000
1643,1/1/2011,4860396,Broker B,4000,0.1,500000,100000,44000
1658,1/1/2011,10902223,Broker B,5500,0.1,1000000,250000,60500
1671,1/1/2011,15320844,Broker B,8000,0.1,1500000,500000,88000
1675,1/1/2011,14309981,Broker B,5500,0.1,1000000,250000,60500
1678,1/1/2011,10827475,Broker B,5500,0.1,1000000,250000,60500
1681,1/1/2011,4871656,Broker B,4000,0.1,500000,100000,44000
1684,1/1/2011,2707712,Broker B,4000,0.1,500000,100000,44000
1685,1/1/2011,17892537,Broker B,8000,0.1,1500000,500000,88000
1686,1/1/2011,19953480,Broker B,8000,0.1,1500000,500000,88000
1695,1/1/2011,15505704,Broker B,5681,0.1,1500000,500000,62496
1703,1/1/2011,13157790,Broker B,5500,0.1,1000000,250000,60500
1705,1/1/2011,10245531,Broker B,4000,0.1,1000000,250000,44000
1735,1/1/2011,5295803,Broker B,4000,0.1,500000,100000,44000
1737,1/1/2011,5399551,Broker B,4000,0.1,500000,100000,44000
1743,1/1/2011,16008370,Broker B,8000,0.1,1500000,500000,88000
1744,1/1/2011,20480411,Broker B,8000,0.1,2000000,1000000,88000
1750,1/1/2011,14946709,Broker B,5500,0.1,1000000,250000,60500
1754,1/1/2011,2257864,Broker B,4000,0.1,500000,100000,44000
1755,1/1/2011,9792721,Broker B,4000,0.1,500000,100000,44000
1756,1/1/2011,12607808,Broker B,5681,0.1,1000000,250000,62496
1768,1/1/2011,15502365,Broker B,5500,0.1,1500000,500000,60500
1770,1/1/2011,4007014,Broker B,4000,0.1,500000,100000,44000
1771,1/1/2011,8452238,Broker B,4000,0.1,500000,100000,44000
1780,1/1/2011,12877069,Broker B,5500,0.1,1000000,250000,60500
1782,1/1/2011,4000124,Broker B,4000,0.1,500000,100000,44000
1797,1/1/2011,14669529,Broker B,5500,0.1,1000000,250000,60500
1812,1/1/2011,14996151,Broker B,5500,0.1,1000000,250000,60500
1822,1/1/2011,13118934,Broker B,5500,0.1,1000000,250000,60500
1831,1/1/2011,11867383,Broker B,5500,0.1,1000000,250000,60500
1837,1/1/2011,14789144,Broker B,5500,0.1,1000000,250000,60500
1840,1/1/2011,8377308,Broker B,4000,0.1,500000,100000,44000
1853,1/1/2011,21245675,Broker B,8264,0.1,2000000,1000000,90904
1855,1/1/2011,12500743,Broker B,5500,0.1,1000000,250000,60500
1856,1/1/2011,18244408,Broker B,8000,0.1,1500000,500000,88000
1858,1/1/2011,9362899,Broker B,4000,0.1,500000,100000,44000
1862,1/1/2011,6376843,Broker B,4000,0.1,500000,100000,44000
1879,1/1/2011,14573423,Broker B,5500,0.1,1000000,250000,60500
1881,1/1/2011,7858967,Broker B,4000,0.1,500000,100000,44000
1895,1/1/2011,6368048,Broker B,4000,0.1,500000,100000,44000
1897,1/1/2011,11552876,Broker B,5500,0.1,1000000,250000,60500
1900,1/1/2011,14823436,Broker B,5500,0.1,1000000,250000,60500
1902,1/1/2011,6441675,Broker B,4000,0.1,500000,100000,44000
1903,1/1/2011,16825361,Broker B,8000,0.1,1500000,500000,88000
1905,1/1/2011,14956563,Broker B,5500,0.1,1000000,250000,60500
1916,1/1/2011,18655372,Broker B,8000,0.1,1500000,500000,88000
1917,1/1/2011,5425721,Broker B,4000,0.1,500000,100000,44000
1919,1/1/2011,14217027,Broker B,5500,0.1,1000000,250000,60500
1927,1/1/2011,4974235,Broker B,4000,0.1,500000,100000,44000
1933,1/1/2011,10093515,Broker B,4000,0.1,1000000,250000,44000
1941,1/1/2011,9044424,Broker B,4000,0.1,500000,100000,44000
1953,1/1/2011,1071495,Broker B,4000,0.1,500000,100000,44000
1966,1/1/2011,8251971,Broker B,4132,0.1,500000,100000,45452
1971,1/1/2011,18788993,Broker B,8000,0.1,1500000,500000,88000
1981,1/1/2011,4455859,Broker B,4000,0.1,500000,100000,44000
1984,1/1/2011,3382399,Broker B,4000,0.1,500000,100000,44000
1986,1/1/2011,10443585,Broker B,5500,0.1,1000000,250000,60500
1995,1/1/2011,16235174,Broker B,8000,0.1,1500000,500000,88000
2005,1/1/2011,9402591,Broker B,4000,0.1,500000,100000,44000
2023,1/1/2011,6084092,Broker B,4132,0.1,500000,100000,45452
2032,1/1/2011,16612590,Broker B,8000,0.1,1500000,500000,88000
2033,1/1/2011,6669520,Broker B,4000,0.1,500000,100000,44000
2036,1/1/2011,1949493,Broker B,4000,0.1,500000,100000,44000
2042,1/1/2011,7833393,Broker B,4000,0.1,500000,100000,44000
2044,1/1/2011,17023831,Broker B,8000,0.1,1500000,500000,88000
2047,1/1/2011,11491121,Broker B,5681,0.1,1000000,250000,62496
2048,1/1/2011,17372538,Broker B,8000,0.1,1500000,500000,88000
2052,1/1/2011,7409175,Broker B,4000,0.1,500000,100000,44000
2073,1/1/2011,12287682,Broker B,5500,0.1,1000000,250000,60500
2075,1/1/2011,1455634,Broker B,4000,0.1,500000,100000,44000
2099,1/1/2011,10956047,Broker B,5500,0.1,1000000,250000,60500
2100,1/1/2011,13898238,Broker B,5500,0.1,1000000,250000,60500
2104,1/1/2011,12583517,Broker B,5500,0.1,1000000,250000,60500
2105,1/1/2011,11237326,Broker B,5500,0.1,1000000,250000,60500
2118,1/1/2011,1407635,Broker B,4000,0.1,500000,100000,44000
2128,1/1/2011,9621345,Broker B,4000,0.1,500000,100000,44000
2134,1/1/2011,3544100,Broker B,4000,0.1,500000,100000,44000
2136,1/1/2011,7172489,Broker B,4000,0.1,500000,100000,44000
2148,1/1/2011,10766010,Broker B,5500,0.1,1000000,250000,60500
2160,1/1/2011,1527228,Broker B,4000,0.1,500000,100000,44000
2161,1/1/2011,5764755,Broker B,4000,0.1,500000,100000,44000
2166,1/1/2011,7910813,Broker B,4000,0.1,500000,100000,44000
2171,1/1/2011,16897920,Broker B,8264,0.1,1500000,500000,90904
2174,1/1/2011,12787327,Broker B,5500,0.1,1000000,250000,60500
2184,1/1/2011,1483205,Broker B,4000,0.1,500000,100000,44000
2187,1/1/2011,9625236,Broker B,4000,0.1,500000,100000,44000
2191,1/1/2011,7708086,Broker B,4000,0.1,500000,100000,44000
2192,1/1/2011,3725399,Broker B,4000,0.1,500000,100000,44000
2195,1/1/2011,19765390,Broker B,8000,0.1,1500000,500000,88000
2196,1/1/2011,6054290,Broker B,4000,0.1,500000,100000,44000
2197,1/1/2011,17808594,Broker B,8000,0.1,1500000,500000,88000
2200,1/1/2011,11239674,Broker B,5500,0.1,1000000,250000,60500
2205,1/1/2011,11447251,Broker B,5500,0.1,1000000,250000,60500
2208,1/1/2011,11751920,Broker B,5500,0.1,1000000,250000,60500
2212,1/1/2011,9703802,Broker B,4132,0.1,500000,100000,45452
2223,1/1/2011,17870162,Broker B,8000,0.1,1500000,500000,88000
2224,1/1/2011,20443509,Broker B,8000,0.1,2000000,1000000,88000
2228,1/1/2011,10184409,Broker B,5500,0.1,1000000,250000,60500
2238,1/1/2011,1259723,Broker B,4000,0.1,500000,100000,44000
2244,1/1/2011,9070340,Broker B,4132,0.1,500000,100000,45452
2246,1/1/2011,3599122,Broker B,4000,0.1,500000,100000,44000
2252,1/1/2011,11740674,Broker B,5500,0.1,1000000,250000,60500
2253,1/1/2011,1615815,Broker B,4000,0.1,500000,100000,44000
2254,1/1/2011,19529527,Broker B,8000,0.1,1500000,500000,88000
2263,1/1/2011,17721562,Broker B,8000,0.1,1500000,500000,88000
2267,1/1/2011,8331779,Broker B,4000,0.1,500000,100000,44000
2275,1/1/2011,6491705,Broker B,4000,0.1,500000,100000,44000
2279,1/1/2011,7096831,Broker B,4132,0.1,500000,100000,45452
2317,1/1/2011,3172292,Broker B,4000,0.1,500000,100000,44000
2318,1/1/2011,14097400,Broker B,5500,0.1,1000000,250000,60500
2321,1/1/2011,14415240,Broker B,5500,0.1,1000000,250000,60500
2322,1/1/2011,3707350,Broker B,4132,0.1,500000,100000,45452
2324,1/1/2011,16113092,Broker B,8000,0.1,1500000,500000,88000
2326,1/1/2011,11408765,Broker B,5681,0.1,1000000,250000,62496
2327,1/1/2011,18062453,Broker B,8000,0.1,1500000,500000,88000
2333,1/1/2011,17427294,Broker B,8000,0.1,1500000,500000,88000
2336,1/1/2011,14907454,Broker B,5681,0.1,1000000,250000,62496
2337,1/1/2011,4809798,Broker B,4000,0.1,500000,100000,44000
2347,1/1/2011,1678945,Broker B,4000,0.1,500000,100000,44000
2350,1/1/2011,18631716,Broker B,8000,0.1,1500000,500000,88000
