Company,Year,Revenue,Broker,Broker_fee,Broker_fee_percentage,D&O Limit,E&O Limit,Price
2143,1/1/2016,17282335,Broker B,4294,0.05,1500000,500000,90174
2144,1/1/2016,7577468,Broker B,2000,0.05,500000,100000,42000
2146,1/1/2016,12358113,Broker B,3038,0.05,1000000,250000,63813
2148,1/1/2016,13292415,Broker B,3537,0.05,1000000,250000,74282
2162,1/1/2016,11917862,Broker B,2383,0.05,1000000,250000,50046
2182,1/1/2016,3538338,Broker B,2147,0.05,500000,100000,45087
2185,1/1/2016,4048134,Broker B,2000,0.05,500000,100000,42000
2188,1/1/2016,9404119,Broker B,2566,0.05,500000,100000,53900
2201,1/1/2016,7105263,Broker B,2000,0.05,500000,100000,42000
2205,1/1/2016,15959583,Broker B,3632,0.05,1500000,500000,76287
2207,1/1/2016,21333942,Broker B,4980,0.05,2000000,1000000,104595
2208,1/1/2016,13373626,Broker B,3537,0.05,1000000,250000,74282
2209,1/1/2016,7090535,Broker B,2383,0.05,500000,100000,50046
2210,1/1/2016,15466507,Broker B,4000,0.05,1500000,500000,84000
2215,1/1/2016,9629719,Broker B,2563,0.05,500000,100000,53832
2222,1/1/2016,12918379,Broker B,2641,0.05,1000000,250000,55481
2226,1/1/2016,9858430,Broker B,2000,0.05,500000,100000,42000
2232,1/1/2016,14148196,Broker B,3524,0.05,1000000,250000,74019
2236,1/1/2016,6225666,Broker B,2651,0.05,500000,100000,55678
2237,1/1/2016,3090811,Broker B,2147,0.05,500000,100000,45087
2246,1/1/2016,4202624,Broker B,2490,0.05,500000,100000,52297
2250,1/1/2016,18643112,Broker B,4980,0.05,1500000,500000,104595
2262,1/1/2016,9586650,Broker B,2147,0.05,500000,100000,45087
2263,1/1/2016,26688715,Broker B,5477,0.05,2000000,1000000,115032
2267,1/1/2016,12406890,Broker B,2735,0.05,1000000,250000,57443
2269,1/1/2016,19758518,Broker B,4000,0.05,1500000,500000,84000
2278,1/1/2016,9069653,Broker B,2490,0.05,500000,100000,52297
2279,1/1/2016,8926934,Broker B,2651,0.05,500000,100000,55678
2284,1/1/2016,11985670,Broker B,3179,0.05,1000000,250000,66768
2285,1/1/2016,7884762,Broker B,2000,0.05,500000,100000,42000
2286,1/1/2016,17702929,Broker B,4294,0.05,1500000,500000,90174
2290,1/1/2016,17912813,Broker B,4624,0.05,1500000,500000,97117
2293,1/1/2016,12833535,Broker B,2952,0.05,1000000,250000,61994
2295,1/1/2016,6644402,Broker B,2490,0.05,500000,100000,52297
2297,1/1/2016,19132299,Broker B,4624,0.05,1500000,500000,97117
2303,1/1/2016,18454100,Broker B,3272,0.05,1500000,500000,68727
2304,1/1/2016,3722747,Broker B,2000,0.05,500000,100000,42000
2305,1/1/2016,1617458,Broker B,2000,0.05,500000,100000,42000
2306,1/1/2016,12519868,Broker B,2750,0.05,1000000,250000,57750
2309,1/1/2016,17256111,Broker B,3272,0.05,1500000,500000,68727
2315,1/1/2016,12990745,Broker B,2750,0.05,1000000,250000,57750
2321,1/1/2016,16818101,Broker B,3424,0.05,1500000,500000,71909
2322,1/1/2016,4891656,Broker B,2651,0.05,500000,100000,55678
2325,1/1/2016,9817359,Broker B,2651,0.05,500000,100000,55678
2331,1/1/2016,19073991,Broker B,4000,0.05,1500000,500000,84000
2332,1/1/2016,17068315,Broker B,4294,0.05,1500000,500000,90174
2335,1/1/2016,11951952,Broker B,2952,0.05,1000000,250000,61994
2338,1/1/2016,5935987,Broker B,2000,0.05,500000,100000,42000
2350,1/1/2016,24842261,Broker B,5133,0.05,2000000,1000000,107800
2351,1/1/2016,3955225,Broker B,2000,0.05,500000,100000,42000
2354,1/1/2016,4818559,Broker B,2000,0.05,500000,100000,42000
2357,1/1/2016,2437379,Broker B,2000,0.05,500000,100000,42000
2360,1/1/2016,10331788,Broker B,2312,0.05,1000000,250000,48558
2361,1/1/2016,21406005,Broker B,5133,0.05,2000000,1000000,107800
2362,1/1/2016,19592868,Broker B,4000,0.05,1500000,500000,84000
2367,1/1/2016,3995190,Broker B,2147,0.05,500000,100000,45087
2378,1/1/2016,12818561,Broker B,3179,0.05,1000000,250000,66768
2383,1/1/2016,5181143,Broker B,2147,0.05,500000,100000,45087
2391,1/1/2016,10543417,Broker B,2383,0.05,1000000,250000,50046
2405,1/1/2016,22927101,Broker B,4624,0.05,2000000,1000000,97117
2407,1/1/2016,7977501,Broker B,2147,0.05,500000,100000,45087
2408,1/1/2016,17860399,Broker B,3276,0.05,1500000,500000,68814
2410,1/1/2016,13621867,Broker B,3424,0.05,1000000,250000,71909
2413,1/1/2016,16180861,Broker B,4000,0.05,1500000,500000,84000
2417,1/1/2016,4047693,Broker B,2657,0.05,500000,100000,55806
2429,1/1/2016,2918163,Broker B,2147,0.05,500000,100000,45087
2436,1/1/2016,5219458,Broker B,2000,0.05,500000,100000,42000
2438,1/1/2016,10839830,Broker B,2383,0.05,1000000,250000,50046
2447,1/1/2016,16195488,Broker B,3529,0.05,1500000,500000,74112
2448,1/1/2016,18583078,Broker B,4624,0.05,1500000,500000,97117
2456,1/1/2016,23779269,Broker B,4766,0.05,2000000,1000000,100093
2462,1/1/2016,9276679,Broker B,2312,0.05,500000,100000,48558
2463,1/1/2016,19463182,Broker B,4000,0.05,1500000,500000,84000
2464,1/1/2016,14903419,Broker B,3179,0.05,1000000,250000,66768
2469,1/1/2016,21400486,Broker B,3752,0.05,2000000,1000000,78804
2476,1/1/2016,11338753,Broker B,2312,0.05,1000000,250000,48558
2482,1/1/2016,5695013,Broker B,2312,0.05,500000,100000,48558
2483,1/1/2016,14285700,Broker B,2750,0.05,1000000,250000,57750
2486,1/1/2016,4665268,Broker B,2312,0.05,500000,100000,48558
2489,1/1/2016,18363643,Broker B,4000,0.05,1500000,500000,84000
2492,1/1/2016,16965518,Broker B,4000,0.05,1500000,500000,84000
2494,1/1/2016,7235632,Broker B,2147,0.05,500000,100000,45087
2501,1/1/2016,17974517,Broker B,4000,0.05,1500000,500000,84000
2503,1/1/2016,25762427,Broker B,5133,0.05,2000000,1000000,107800
2519,1/1/2016,7308297,Broker B,2147,0.05,500000,100000,45087
2521,1/1/2016,5056212,Broker B,2312,0.05,500000,100000,48558
2525,1/1/2016,11616829,Broker B,2750,0.05,1000000,250000,57750
2527,1/1/2016,18848396,Broker B,4000,0.05,1500000,500000,84000
2528,1/1/2016,5016591,Broker B,2490,0.05,500000,100000,52297
2529,1/1/2016,7703851,Broker B,2312,0.05,500000,100000,48558
2533,1/1/2016,8028398,Broker B,2490,0.05,500000,100000,52297
2538,1/1/2016,18252201,Broker B,4624,0.05,1500000,500000,97117
2543,1/1/2016,1513093,Broker B,2000,0.05,500000,100000,42000
2545,1/1/2016,7231003,Broker B,2147,0.05,500000,100000,45087
2546,1/1/2016,21766600,Broker B,4980,0.05,2000000,1000000,104595
2555,1/1/2016,8873255,Broker B,2312,0.05,500000,100000,48558
2557,1/1/2016,17614875,Broker B,4294,0.05,1500000,500000,90174
2559,1/1/2016,16271652,Broker B,3529,0.05,1500000,500000,74112
2561,1/1/2016,1928822,Broker B,2641,0.05,500000,100000,55481
2566,1/1/2016,20913066,Broker B,5126,0.05,2000000,1000000,107664
2573,1/1/2016,15335038,Broker B,3529,0.05,1500000,500000,74112
2576,1/1/2016,12716056,Broker B,2952,0.05,1000000,250000,61994
2583,1/1/2016,3419196,Broker B,2312,0.05,500000,100000,48558
2584,1/1/2016,4677588,Broker B,2000,0.05,500000,100000,42000
2603,1/1/2016,4203083,Broker B,2147,0.05,500000,100000,45087
2609,1/1/2016,7405397,Broker B,2000,0.05,500000,100000,42000
2610,1/1/2016,8206120,Broker B,2000,0.05,500000,100000,42000
2612,1/1/2016,13385906,Broker B,2750,0.05,1000000,250000,57750
2613,1/1/2016,18120069,Broker B,4000,0.05,1500000,500000,84000
2614,1/1/2016,10209083,Broker B,2952,0.05,1000000,250000,61994
2616,1/1/2016,11537990,Broker B,3179,0.05,1000000,250000,66768
2619,1/1/2016,15672840,Broker B,3272,0.05,1500000,500000,68727
2631,1/1/2016,2795158,Broker B,2490,0.05,500000,100000,52297
2635,1/1/2016,18395350,Broker B,4000,0.05,1500000,500000,84000
2636,1/1/2016,11188032,Broker B,2750,0.05,1000000,250000,57750
2638,1/1/2016,2105487,Broker B,2566,0.05,500000,100000,53900
2644,1/1/2016,12645092,Broker B,2952,0.05,1000000,250000,61994
2647,1/1/2016,13061354,Broker B,3179,0.05,1000000,250000,66768
2649,1/1/2016,10362903,Broker B,2490,0.05,1000000,250000,52297
2652,1/1/2016,15569033,Broker B,3537,0.05,1500000,500000,74282
2653,1/1/2016,13826722,Broker B,2952,0.05,1000000,250000,61994
2654,1/1/2016,22544384,Broker B,4766,0.05,2000000,1000000,100093
2655,1/1/2016,23612739,Broker B,5283,0.05,2000000,1000000,110963
2658,1/1/2016,4171171,Broker B,2312,0.05,500000,100000,48558
2659,1/1/2016,8428803,Broker B,2000,0.05,500000,100000,42000
2660,1/1/2016,12143744,Broker B,2750,0.05,1000000,250000,57750
2661,1/1/2016,3089756,Broker B,2147,0.05,500000,100000,45087
2666,1/1/2016,10440924,Broker B,2566,0.05,1000000,250000,53900
2679,1/1/2016,3998288,Broker B,2000,0.05,500000,100000,42000
2680,1/1/2016,3376004,Broker B,2312,0.05,500000,100000,48558
2685,1/1/2016,16027929,Broker B,4980,0.05,1500000,500000,104595
2687,1/1/2016,15416059,Broker B,3424,0.05,1500000,500000,71909
2692,1/1/2016,10154802,Broker B,2750,0.05,1000000,250000,57750
2694,1/1/2016,16135550,Broker B,4624,0.05,1500000,500000,97117
2695,1/1/2016,6171568,Broker B,2312,0.05,500000,100000,48558
2698,1/1/2016,8945064,Broker B,2648,0.05,500000,100000,55608
2702,1/1/2016,10532249,Broker B,2380,0.05,1000000,250000,49983
2706,1/1/2016,2017262,Broker B,2490,0.05,500000,100000,52297
2711,1/1/2016,17816245,Broker B,4294,0.05,1500000,500000,90174
2720,1/1/2016,16476893,Broker B,4000,0.05,1500000,500000,84000
2726,1/1/2016,15508061,Broker B,4624,0.05,1500000,500000,97117
2733,1/1/2016,10482290,Broker B,2750,0.05,1000000,250000,57750
2734,1/1/2016,7016744,Broker B,2490,0.05,500000,100000,52297
2742,1/1/2016,15034751,Broker B,4000,0.05,1500000,500000,84000
2746,1/1/2016,7807225,Broker B,2383,0.05,500000,100000,50046
2748,1/1/2016,7934617,Broker B,2000,0.05,500000,100000,42000
2751,1/1/2016,8256043,Broker B,2000,0.05,500000,100000,42000
2754,1/1/2016,17319304,Broker B,4624,0.05,1500000,500000,97117
2755,1/1/2016,17723515,Broker B,4294,0.05,1500000,500000,90174
2762,1/1/2016,2331046,Broker B,2312,0.05,500000,100000,48558
2766,1/1/2016,4852515,Broker B,2000,0.05,500000,100000,42000
2771,1/1/2016,14956313,Broker B,3529,0.05,1000000,250000,74112
2773,1/1/2016,9406651,Broker B,2000,0.05,500000,100000,42000
2778,1/1/2016,24543014,Broker B,5290,0.05,2000000,1000000,111103
2781,1/1/2016,9106147,Broker B,2722,0.05,500000,100000,57181
2785,1/1/2016,8142892,Broker B,2147,0.05,500000,100000,45087
2790,1/1/2016,4847076,Broker B,2490,0.05,500000,100000,52297
2796,1/1/2016,17797302,Broker B,4624,0.05,1500000,500000,97117
2809,1/1/2016,11335283,Broker B,2750,0.05,1000000,250000,57750
2813,1/1/2016,7991338,Broker B,2312,0.05,500000,100000,48558
2816,1/1/2016,7800454,Broker B,2490,0.05,500000,100000,52297
2818,1/1/2016,17704567,Broker B,3645,0.05,1500000,500000,76558
2819,1/1/2016,15359125,Broker B,3038,0.05,1500000,500000,63813
2824,1/1/2016,26090470,Broker B,5283,0.05,2000000,1000000,110963
2828,1/1/2016,16431735,Broker B,4000,0.05,1500000,500000,84000
2832,1/1/2016,14139229,Broker B,2651,0.05,1000000,250000,55678
2842,1/1/2016,12197760,Broker B,2952,0.05,1000000,250000,61994
2851,1/1/2016,3583973,Broker B,2572,0.05,500000,100000,54023
2856,1/1/2016,20480044,Broker B,4980,0.05,2000000,1000000,104595
2861,1/1/2016,5617856,Broker B,2000,0.05,500000,100000,42000
2862,1/1/2016,14137944,Broker B,2750,0.05,1000000,250000,57750
2876,1/1/2016,9847669,Broker B,2000,0.05,500000,100000,42000
2877,1/1/2016,5958814,Broker B,2380,0.05,500000,100000,49983
2879,1/1/2016,13756549,Broker B,2750,0.05,1000000,250000,57750
2883,1/1/2016,7987677,Broker B,2000,0.05,500000,100000,42000
2891,1/1/2016,15994263,Broker B,4000,0.05,1500000,500000,84000
2896,1/1/2016,14738357,Broker B,3424,0.05,1000000,250000,71909
2903,1/1/2016,18385122,Broker B,3537,0.05,1500000,500000,74282
2906,1/1/2016,3468624,Broker B,2210,0.05,500000,100000,46410
2908,1/1/2016,19933989,Broker B,4000,0.05,1500000,500000,84000
2911,1/1/2016,5318898,Broker B,2000,0.05,500000,100000,42000
2913,1/1/2016,8485923,Broker B,2566,0.05,500000,100000,53900
2915,1/1/2016,4692438,Broker B,2147,0.05,500000,100000,45087
2920,1/1/2016,9119678,Broker B,2000,0.05,500000,100000,42000
2925,1/1/2016,5864431,Broker B,2000,0.05,500000,100000,42000
2926,1/1/2016,3878883,Broker B,2490,0.05,500000,100000,52297
2931,1/1/2016,13284457,Broker B,2750,0.05,1000000,250000,57750
2936,1/1/2016,19105675,Broker B,4624,0.05,1500000,500000,97117
2938,1/1/2016,2256873,Broker B,2147,0.05,500000,100000,45087
2939,1/1/2016,6870849,Broker B,2312,0.05,500000,100000,48558
2943,1/1/2016,23255737,Broker B,5296,0.05,2000000,1000000,111217
2945,1/1/2016,9947890,Broker B,2641,0.05,500000,100000,55481
2955,1/1/2016,14308957,Broker B,2750,0.05,1000000,250000,57750
2956,1/1/2016,9049098,Broker B,2380,0.05,500000,100000,49983
2958,1/1/2016,25739451,Broker B,5302,0.05,2000000,1000000,111357
2960,1/1/2016,17535384,Broker B,4624,0.05,1500000,500000,97117
2963,1/1/2016,20685965,Broker B,4980,0.05,2000000,1000000,104595
2964,1/1/2016,16594174,Broker B,4294,0.05,1500000,500000,90174
2966,1/1/2016,18957994,Broker B,3645,0.05,1500000,500000,76558
2968,1/1/2016,21284017,Broker B,4980,0.05,2000000,1000000,104595
2971,1/1/2016,11451886,Broker B,2490,0.05,1000000,250000,52297
2980,1/1/2016,7979393,Broker B,2566,0.05,500000,100000,53900
2981,1/1/2016,13899298,Broker B,2750,0.05,1000000,250000,57750
2982,1/1/2016,11962583,Broker B,2651,0.05,1000000,250000,55678
2991,1/1/2016,2165735,Broker B,2000,0.05,500000,100000,42000
2995,1/1/2016,22257125,Broker B,4760,0.05,2000000,1000000,99967
2997,1/1/2016,8931473,Broker B,2648,0.05,500000,100000,55608
2999,1/1/2016,14173612,Broker B,3529,0.05,1000000,250000,74112
1,1/1/2016,3809741,Broker C,2312,0.05,500000,100000,48558
10,1/1/2016,9282563,Broker C,2729,0.05,500000,100000,57312
12,1/1/2016,9043315,Broker C,2000,0.05,500000,100000,42000
13,1/1/2016,1192803,Broker C,2000,0.05,500000,100000,42000
15,1/1/2016,11629772,Broker C,2952,0.05,1000000,250000,61994
21,1/1/2016,14258002,Broker C,2952,0.05,1000000,250000,61994
23,1/1/2016,4766818,Broker C,2000,0.05,500000,100000,42000
25,1/1/2016,14090060,Broker C,3524,0.05,1000000,250000,74019
31,1/1/2016,15695326,Broker C,3529,0.05,1500000,500000,74112
34,1/1/2016,19475891,Broker C,3757,0.05,1500000,500000,78904
37,1/1/2016,12040389,Broker C,3179,0.05,1000000,250000,66768
38,1/1/2016,15673739,Broker C,3424,0.05,1500000,500000,71909
42,1/1/2016,16913329,Broker C,3272,0.05,1500000,500000,68727
45,1/1/2016,5164948,Broker C,2312,0.05,500000,100000,48558
48,1/1/2016,17716260,Broker C,3653,0.05,1500000,500000,76733
50,1/1/2016,2508053,Broker C,2490,0.05,500000,100000,52297
51,1/1/2016,19501935,Broker C,4624,0.05,1500000,500000,97117
52,1/1/2016,7909869,Broker C,2147,0.05,500000,100000,45087
53,1/1/2016,14867824,Broker C,3038,0.05,1000000,250000,63813
56,1/1/2016,13217200,Broker C,2563,0.05,1000000,250000,53832
57,1/1/2016,3905196,Broker C,2147,0.05,500000,100000,45087
60,1/1/2016,11806643,Broker C,2750,0.05,1000000,250000,57750
62,1/1/2016,8251383,Broker C,2000,0.05,500000,100000,42000
78,1/1/2016,12905921,Broker C,2750,0.05,1000000,250000,57750
85,1/1/2016,9819383,Broker C,2000,0.05,500000,100000,42000
89,1/1/2016,16535334,Broker C,4000,0.05,1500000,500000,84000
96,1/1/2016,8680829,Broker C,2000,0.05,500000,100000,42000
97,1/1/2016,27135453,Broker C,4980,0.05,2000000,1000000,104595
98,1/1/2016,5383432,Broker C,2566,0.05,500000,100000,53900
100,1/1/2016,14504495,Broker C,2952,0.05,1000000,250000,61994
102,1/1/2016,20472563,Broker C,4980,0.05,2000000,1000000,104595
105,1/1/2016,14121943,Broker C,3529,0.05,1000000,250000,74112
107,1/1/2016,15575942,Broker C,4294,0.05,1500000,500000,90174
110,1/1/2016,21701463,Broker C,5126,0.05,2000000,1000000,107664
111,1/1/2016,2562543,Broker C,2312,0.05,500000,100000,48558
116,1/1/2016,8148729,Broker C,2000,0.05,500000,100000,42000
122,1/1/2016,12988827,Broker C,2750,0.05,1000000,250000,57750
127,1/1/2016,20741613,Broker C,4766,0.05,2000000,1000000,100093
128,1/1/2016,10198786,Broker C,2380,0.05,1000000,250000,49983
131,1/1/2016,11561842,Broker C,2566,0.05,1000000,250000,53900
134,1/1/2016,19275638,Broker C,4906,0.05,1500000,500000,103030
136,1/1/2016,5979488,Broker C,2000,0.05,500000,100000,42000
144,1/1/2016,1578846,Broker C,2000,0.05,500000,100000,42000
147,1/1/2016,13566275,Broker C,3424,0.05,1000000,250000,71909
148,1/1/2016,14720802,Broker C,3641,0.05,1000000,250000,76462
149,1/1/2016,9057257,Broker C,2147,0.05,500000,100000,45087
158,1/1/2016,16120281,Broker C,4000,0.05,1500000,500000,84000
159,1/1/2016,15834583,Broker C,3537,0.05,1500000,500000,74282
163,1/1/2016,16062053,Broker C,3529,0.05,1500000,500000,74112
168,1/1/2016,13752096,Broker C,2952,0.05,1000000,250000,61994
181,1/1/2016,3258666,Broker C,2648,0.05,500000,100000,55608
184,1/1/2016,12287172,Broker C,2750,0.05,1000000,250000,57750
185,1/1/2016,6844677,Broker C,2490,0.05,500000,100000,52297
186,1/1/2016,15837944,Broker C,4000,0.05,1500000,500000,84000
189,1/1/2016,5451336,Broker C,2490,0.05,500000,100000,52297
190,1/1/2016,8644605,Broker C,2000,0.05,500000,100000,42000
194,1/1/2016,2331377,Broker C,2490,0.05,500000,100000,52297
196,1/1/2016,5232219,Broker C,2490,0.05,500000,100000,52297
199,1/1/2016,16769381,Broker C,4000,0.05,1500000,500000,84000
204,1/1/2016,19674886,Broker C,4980,0.05,1500000,500000,104595
205,1/1/2016,1364659,Broker C,2147,0.05,500000,100000,45087
206,1/1/2016,15184170,Broker C,3524,0.05,1500000,500000,74019
214,1/1/2016,3618601,Broker C,2000,0.05,500000,100000,42000
227,1/1/2016,12303303,Broker C,2490,0.05,1000000,250000,52297
230,1/1/2016,19582926,Broker C,5133,0.05,1500000,500000,107800
231,1/1/2016,19784873,Broker C,5126,0.05,1500000,500000,107664
236,1/1/2016,11035531,Broker C,2490,0.05,1000000,250000,52297
244,1/1/2016,10529681,Broker C,2383,0.05,1000000,250000,50046
254,1/1/2016,6120860,Broker C,2453,0.05,500000,100000,51515
257,1/1/2016,8658255,Broker C,2490,0.05,500000,100000,52297
259,1/1/2016,22450968,Broker C,4980,0.05,2000000,1000000,104595
262,1/1/2016,6096187,Broker C,2000,0.05,500000,100000,42000
265,1/1/2016,11831536,Broker C,2952,0.05,1000000,250000,61994
269,1/1/2016,3841078,Broker C,2000,0.05,500000,100000,42000
275,1/1/2016,5333720,Broker C,2735,0.05,500000,100000,57443
277,1/1/2016,30111956,Broker C,5133,0.05,2000000,1000000,107800
280,1/1/2016,5173957,Broker C,2000,0.05,500000,100000,42000
285,1/1/2016,7792180,Broker C,2000,0.05,500000,100000,42000
295,1/1/2016,17149390,Broker C,3424,0.05,1500000,500000,71909
296,1/1/2016,2254329,Broker C,2147,0.05,500000,100000,45087
301,1/1/2016,9352508,Broker C,2000,0.05,500000,100000,42000
303,1/1/2016,8826177,Broker C,2000,0.05,500000,100000,42000
304,1/1/2016,5307738,Broker C,2000,0.05,500000,100000,42000
313,1/1/2016,22390965,Broker C,5145,0.05,2000000,1000000,108047
317,1/1/2016,5149296,Broker C,2490,0.05,500000,100000,52297
328,1/1/2016,5006858,Broker C,2566,0.05,500000,100000,53900
329,1/1/2016,11704586,Broker C,2952,0.05,1000000,250000,61994
332,1/1/2016,19160672,Broker C,3645,0.05,1500000,500000,76558
336,1/1/2016,18725411,Broker C,4624,0.05,1500000,500000,97117
339,1/1/2016,17532294,Broker C,4294,0.05,1500000,500000,90174
344,1/1/2016,1273548,Broker C,2000,0.05,500000,100000,42000
356,1/1/2016,9385501,Broker C,2490,0.05,500000,100000,52297
357,1/1/2016,11657992,Broker C,3424,0.05,1000000,250000,71909
362,1/1/2016,17024513,Broker C,4294,0.05,1500000,500000,90174
373,1/1/2016,5891081,Broker C,2312,0.05,500000,100000,48558
374,1/1/2016,4418129,Broker C,2000,0.05,500000,100000,42000
381,1/1/2016,10469993,Broker C,2952,0.05,1000000,250000,61994
384,1/1/2016,4640085,Broker C,2572,0.05,500000,100000,54023
385,1/1/2016,12152522,Broker C,3424,0.05,1000000,250000,71909
388,1/1/2016,24870246,Broker C,5465,0.05,2000000,1000000,114769
394,1/1/2016,19556773,Broker C,4000,0.05,1500000,500000,84000
398,1/1/2016,6440553,Broker C,2147,0.05,500000,100000,45087
405,1/1/2016,8702200,Broker C,2572,0.05,500000,100000,54023
409,1/1/2016,1418275,Broker C,2000,0.05,500000,100000,42000
410,1/1/2016,2109854,Broker C,2147,0.05,500000,100000,45087
413,1/1/2016,16325301,Broker C,3529,0.05,1500000,500000,74112
417,1/1/2016,20717751,Broker C,4420,0.05,2000000,1000000,92820
421,1/1/2016,18361092,Broker C,4420,0.05,1500000,500000,92820
427,1/1/2016,3280614,Broker C,2000,0.05,500000,100000,42000
428,1/1/2016,19656549,Broker C,4000,0.05,1500000,500000,84000
431,1/1/2016,1645546,Broker C,2147,0.05,500000,100000,45087
433,1/1/2016,8745381,Broker C,2312,0.05,500000,100000,48558
439,1/1/2016,8865633,Broker C,2147,0.05,500000,100000,45087
440,1/1/2016,6042856,Broker C,2147,0.05,500000,100000,45087
453,1/1/2016,4656872,Broker C,2722,0.05,500000,100000,57181
458,1/1/2016,11870133,Broker C,2750,0.05,1000000,250000,57750
459,1/1/2016,18677605,Broker C,5133,0.05,1500000,500000,107800
474,1/1/2016,7675018,Broker C,2147,0.05,500000,100000,45087
477,1/1/2016,11505468,Broker C,2952,0.05,1000000,250000,61994
478,1/1/2016,17782527,Broker C,4294,0.05,1500000,500000,90174
481,1/1/2016,6578340,Broker C,2000,0.05,500000,100000,42000
482,1/1/2016,7977476,Broker C,2147,0.05,500000,100000,45087
494,1/1/2016,19474022,Broker C,5145,0.05,1500000,500000,108047
497,1/1/2016,13599038,Broker C,2750,0.05,1000000,250000,57750
505,1/1/2016,21085147,Broker C,4294,0.05,2000000,1000000,90174
508,1/1/2016,5192607,Broker C,2210,0.05,500000,100000,46410
510,1/1/2016,24745593,Broker C,5302,0.05,2000000,1000000,111357
520,1/1/2016,27384986,Broker C,5296,0.05,2000000,1000000,111217
526,1/1/2016,3827787,Broker C,2000,0.05,500000,100000,42000
527,1/1/2016,17836112,Broker C,4000,0.05,1500000,500000,84000
531,1/1/2016,8441477,Broker C,2000,0.05,500000,100000,42000
537,1/1/2016,9522154,Broker C,2490,0.05,500000,100000,52297
545,1/1/2016,17680551,Broker C,4624,0.05,1500000,500000,97117
551,1/1/2016,9289610,Broker C,2566,0.05,500000,100000,53900
557,1/1/2016,16097538,Broker C,3529,0.05,1500000,500000,74112
565,1/1/2016,5641228,Broker C,2000,0.05,500000,100000,42000
567,1/1/2016,24161538,Broker C,4980,0.05,2000000,1000000,104595
569,1/1/2016,5055934,Broker C,2147,0.05,500000,100000,45087
584,1/1/2016,5374938,Broker C,2147,0.05,500000,100000,45087
586,1/1/2016,4086658,Broker C,2000,0.05,500000,100000,42000
588,1/1/2016,1731945,Broker C,2312,0.05,500000,100000,48558
594,1/1/2016,18658759,Broker C,4294,0.05,1500000,500000,90174
604,1/1/2016,3401127,Broker C,2000,0.05,500000,100000,42000
605,1/1/2016,1597331,Broker C,2000,0.05,500000,100000,42000
607,1/1/2016,14354810,Broker C,2738,0.05,1000000,250000,57516
608,1/1/2016,11577777,Broker C,3276,0.05,1000000,250000,68814
612,1/1/2016,4698461,Broker C,2147,0.05,500000,100000,45087
620,1/1/2016,12923937,Broker C,3424,0.05,1000000,250000,71909
621,1/1/2016,17594714,Broker C,4294,0.05,1500000,500000,90174
624,1/1/2016,7236368,Broker C,2651,0.05,500000,100000,55678
626,1/1/2016,17589590,Broker C,4000,0.05,1500000,500000,84000
627,1/1/2016,4696650,Broker C,2566,0.05,500000,100000,53900
629,1/1/2016,1564307,Broker C,2383,0.05,500000,100000,50046
632,1/1/2016,18022844,Broker C,4000,0.05,1500000,500000,84000
639,1/1/2016,11525939,Broker C,2750,0.05,1000000,250000,57750
642,1/1/2016,6800573,Broker C,2490,0.05,500000,100000,52297
648,1/1/2016,1178535,Broker C,2147,0.05,500000,100000,45087
656,1/1/2016,10043315,Broker C,2572,0.05,1000000,250000,54023
660,1/1/2016,4867183,Broker C,2490,0.05,500000,100000,52297
669,1/1/2016,5267816,Broker C,2566,0.05,500000,100000,53900
679,1/1/2016,23319628,Broker C,5133,0.05,2000000,1000000,107800
686,1/1/2016,4109059,Broker C,2572,0.05,500000,100000,54023
689,1/1/2016,8873448,Broker C,2312,0.05,500000,100000,48558
691,1/1/2016,11371582,Broker C,2952,0.05,1000000,250000,61994
699,1/1/2016,5208357,Broker C,2490,0.05,500000,100000,52297
701,1/1/2016,17174099,Broker C,4000,0.05,1500000,500000,84000
705,1/1/2016,18117745,Broker C,4420,0.05,1500000,500000,92820
707,1/1/2016,15420515,Broker C,4000,0.05,1500000,500000,84000
711,1/1/2016,7480949,Broker C,2147,0.05,500000,100000,45087
715,1/1/2016,10470903,Broker C,2566,0.05,1000000,250000,53900
719,1/1/2016,12237882,Broker C,2952,0.05,1000000,250000,61994
720,1/1/2016,13651410,Broker C,3645,0.05,1000000,250000,76558
729,1/1/2016,20077456,Broker C,4420,0.05,2000000,1000000,92820
732,1/1/2016,16817450,Broker C,4294,0.05,1500000,500000,90174
739,1/1/2016,19076434,Broker C,4000,0.05,1500000,500000,84000
741,1/1/2016,19045969,Broker C,5145,0.05,1500000,500000,108047
743,1/1/2016,3028856,Broker C,2490,0.05,500000,100000,52297
747,1/1/2016,17143923,Broker C,4420,0.05,1500000,500000,92820
757,1/1/2016,7415602,Broker C,2000,0.05,500000,100000,42000
758,1/1/2016,5233275,Broker C,2000,0.05,500000,100000,42000
760,1/1/2016,1045863,Broker C,2312,0.05,500000,100000,48558
761,1/1/2016,17895194,Broker C,4000,0.05,1500000,500000,84000
768,1/1/2016,3298614,Broker C,2147,0.05,500000,100000,45087
771,1/1/2016,20048891,Broker C,5133,0.05,2000000,1000000,107800
775,1/1/2016,5908185,Broker C,2147,0.05,500000,100000,45087
778,1/1/2016,9349411,Broker C,2383,0.05,500000,100000,50046
787,1/1/2016,10709867,Broker C,2566,0.05,1000000,250000,53900
788,1/1/2016,18219413,Broker C,4294,0.05,1500000,500000,90174
